,true_value,is_correct,predicted_value
3902,5,0,7.0
3903,8,1,8.0
3904,5,1,5.0
3905,6,1,6.0
3906,6,0,0.0
3907,9,1,9.0
3908,1,1,1.0
3909,9,1,9.0
3910,1,1,1.0
3911,7,1,7.0
3912,1,1,1.0
3913,8,1,8.0
3914,0,0,3.0
3915,3,1,3.0
3916,4,1,4.0
3917,0,1,0.0
3918,2,1,2.0
3919,0,1,0.0
3920,3,1,3.0
3921,3,1,3.0
3922,8,1,8.0
3923,8,1,8.0
3924,0,1,0.0
3925,3,1,3.0
3926,6,0,4.0
3927,8,1,8.0
3928,1,1,1.0
3929,1,0,4.0
3930,3,1,3.0
3931,3,1,3.0
3932,2,0,4.0
3933,2,0,4.0
3934,1,1,1.0
3935,8,1,8.0
3936,3,0,0.0
3937,2,0,4.0
3938,0,0,6.0
3939,2,0,4.0
3940,3,1,3.0
3941,2,0,1.0
3942,3,1,3.0
3943,9,0,7.0
3944,2,1,2.0
3945,3,1,3.0
3946,0,1,0.0
3947,4,1,4.0
3948,5,0,7.0
3949,7,1,7.0
3950,1,1,1.0
3951,6,0,2.0
3952,1,1,1.0
3953,0,0,2.0
3954,0,0,6.0
3955,3,1,3.0
3956,8,1,8.0
3957,5,0,9.0
3958,1,1,1.0
3959,6,1,6.0
3960,5,1,5.0
3961,4,1,4.0
3962,8,1,8.0
3963,1,1,1.0
3964,7,1,7.0
3965,1,1,1.0
3966,6,1,6.0
3967,4,1,4.0
3968,9,1,9.0
3969,4,1,4.0
3970,2,1,2.0
3971,1,1,1.0
3972,5,1,5.0
3973,3,1,3.0
3974,1,0,3.0
3975,5,1,5.0
3976,8,1,8.0
3977,7,0,9.0
3978,7,1,7.0
3979,7,1,7.0
3980,2,1,2.0
3981,7,1,7.0
3982,5,1,5.0
3983,4,0,3.0
3984,4,0,8.0
3985,2,1,2.0
3986,0,1,0.0
3987,6,0,4.0
3988,8,0,4.0
3989,9,1,9.0
3990,9,1,9.0
3991,5,1,5.0
3992,8,1,8.0
3993,0,1,0.0
3994,4,1,4.0
3995,4,1,4.0
3996,1,1,1.0
3997,3,1,3.0
3998,7,1,7.0
3999,9,0,3.0
4000,0,1,0.0
4001,0,1,0.0
4002,9,1,9.0
4003,8,1,8.0
4004,5,1,5.0
4005,3,0,0.0
4006,0,1,0.0
4007,7,1,7.0
4008,1,1,1.0
4009,9,1,9.0
4010,7,1,7.0
4011,8,1,8.0
4012,4,1,4.0
4013,0,1,0.0
4014,9,1,9.0
4015,9,1,9.0
4016,1,1,1.0
4017,2,1,2.0
4018,0,1,0.0
4019,6,0,4.0
4020,2,1,2.0
4021,2,0,4.0
4022,5,1,5.0
4023,1,1,1.0
4024,0,1,0.0
4025,4,0,2.0
4026,8,1,8.0
4027,3,1,3.0
4028,4,0,2.0
4029,8,1,8.0
4030,3,0,0.0
4031,4,1,4.0
4032,0,1,0.0
4033,0,1,0.0
4034,3,1,3.0
4035,6,0,0.0
4036,7,1,7.0
4037,2,0,4.0
4038,4,1,4.0
4039,1,1,1.0
4040,5,0,7.0
4041,2,0,3.0
4042,0,1,0.0
4043,7,1,7.0
4044,9,1,9.0
4045,9,1,9.0
4046,1,1,1.0
4047,5,0,9.0
4048,5,0,8.0
4049,9,1,9.0
4050,1,1,1.0
4051,4,1,4.0
4052,6,0,0.0
4053,1,1,1.0
4054,2,0,6.0
4055,8,1,8.0
4056,3,0,4.0
4057,5,1,5.0
4058,7,0,5.0
4059,8,1,8.0
4060,0,1,0.0
4061,4,1,4.0
4062,2,1,2.0
4063,7,1,7.0
4064,2,0,4.0
4065,7,0,9.0
4066,5,1,5.0
4067,0,1,0.0
4068,8,1,8.0
4069,7,1,7.0
4070,8,1,8.0
4071,8,0,6.0
4072,4,1,4.0
4073,9,1,9.0
4074,2,0,4.0
4075,5,1,5.0
4076,5,1,5.0
4077,9,1,9.0
4078,9,1,9.0
4079,6,0,4.0
4080,4,1,4.0
4081,2,0,4.0
4082,6,0,0.0
4083,6,0,0.0
4084,3,0,6.0
4085,8,1,8.0
4086,7,1,7.0
4087,6,1,6.0
4088,6,0,2.0
4089,7,1,7.0
4090,5,1,5.0
4091,2,1,2.0
4092,9,1,9.0
4093,0,1,0.0
4094,3,1,3.0
4095,4,1,4.0
4096,4,1,4.0
4097,8,1,8.0
4098,4,1,4.0
4099,0,1,0.0
4100,2,0,4.0
4101,7,0,9.0
4102,0,1,0.0
4103,5,1,5.0
4104,2,0,3.0
4105,6,1,6.0
4106,6,0,4.0
4107,8,1,8.0
4108,0,1,0.0
4109,6,0,0.0
4110,2,0,4.0
4111,0,1,0.0
4112,2,0,4.0
4113,5,1,5.0
4114,5,1,5.0
4115,8,1,8.0
4116,0,1,0.0
4117,7,1,7.0
4118,0,1,0.0
4119,8,1,8.0
4120,9,1,9.0
4121,0,1,0.0
4122,2,1,2.0
4123,1,1,1.0
4124,2,0,4.0
4125,5,1,5.0
4126,1,1,1.0
4127,6,0,0.0
4128,2,0,4.0
4129,9,1,9.0
4130,6,1,6.0
4131,4,1,4.0
4132,9,0,5.0
4133,9,1,9.0
4134,1,1,1.0
4135,4,1,4.0
4136,3,1,3.0
4137,1,1,1.0
4138,2,0,0.0
4139,8,1,8.0
4140,6,0,0.0
4141,3,1,3.0
4142,6,0,0.0
4143,0,0,2.0
4144,2,1,2.0
4145,0,1,0.0
4146,2,1,2.0
4147,3,1,3.0
4148,3,0,8.0
4149,5,0,7.0
4150,2,1,2.0
4151,3,1,3.0
4152,6,1,6.0
4153,6,0,0.0
4154,8,1,8.0
4155,5,1,5.0
4156,4,1,4.0
4157,0,1,0.0
4158,1,1,1.0
4159,2,0,0.0
4160,2,0,4.0
4161,2,1,2.0
4162,6,0,4.0
4163,7,1,7.0
4164,9,1,9.0
4165,6,1,6.0
4166,4,1,4.0
4167,3,0,1.0
4168,3,1,3.0
4169,6,0,0.0
4170,8,1,8.0
4171,5,0,7.0
4172,4,1,4.0
4173,4,1,4.0
4174,0,1,0.0
4175,3,1,3.0
4176,3,0,8.0
4177,5,1,5.0
4178,2,1,2.0
4179,5,1,5.0
4180,1,1,1.0
4181,5,1,5.0
4182,5,1,5.0
4183,1,1,1.0
4184,7,0,9.0
4185,5,1,5.0
4186,2,1,2.0
4187,1,1,1.0
4188,8,1,8.0
4189,8,1,8.0
4190,0,1,0.0
4191,9,1,9.0
4192,6,0,0.0
4193,0,1,0.0
4194,6,0,0.0
4195,3,1,3.0
4196,2,0,4.0
4197,1,1,1.0
4198,8,1,8.0
4199,3,1,3.0
4200,4,1,4.0
4201,2,1,2.0
4202,1,1,1.0
4203,2,1,2.0
4204,0,1,0.0
4205,3,1,3.0
4206,0,1,0.0
4207,8,1,8.0
4208,5,1,5.0
4209,1,1,1.0
4210,5,1,5.0
4211,0,1,0.0
4212,2,1,2.0
4213,0,1,0.0
4214,3,1,3.0
4215,9,1,9.0
4216,8,1,8.0
4217,2,0,4.0
4218,8,0,0.0
4219,1,1,1.0
4220,0,1,0.0
4221,2,1,2.0
4222,6,1,6.0
4223,2,1,2.0
4224,0,1,0.0
4225,3,1,3.0
4226,7,1,7.0
4227,5,1,5.0
4228,0,1,0.0
4229,6,1,6.0
4230,2,1,2.0
4231,6,0,0.0
4232,8,1,8.0
4233,4,0,2.0
4234,2,1,2.0
4235,1,1,1.0
4236,8,1,8.0
4237,6,0,4.0
4238,8,1,8.0
4239,2,1,2.0
4240,9,1,9.0
4241,2,1,2.0
4242,6,0,4.0
4243,8,1,8.0
4244,5,1,5.0
4245,2,1,2.0
4246,7,1,7.0
4247,3,1,3.0
4248,2,1,2.0
4249,2,0,4.0
4250,6,0,0.0
4251,4,0,6.0
4252,6,0,4.0
4253,8,1,8.0
4254,5,1,5.0
4255,2,0,4.0
4256,1,1,1.0
4257,5,0,7.0
4258,2,1,2.0
4259,8,1,8.0
4260,2,1,2.0
4261,9,1,9.0
4262,0,0,3.0
4263,6,0,0.0
4264,3,1,3.0
4265,6,1,6.0
4266,4,1,4.0
4267,6,0,2.0
4268,7,1,7.0
4269,7,1,7.0
4270,9,1,9.0
4271,6,0,0.0
4272,4,1,4.0
4273,9,1,9.0
4274,8,1,8.0
4275,0,1,0.0
4276,5,1,5.0
4277,8,1,8.0
4278,7,1,7.0
4279,7,1,7.0
4280,6,0,0.0
4281,7,1,7.0
4282,7,1,7.0
4283,0,1,0.0
4284,7,1,7.0
4285,7,1,7.0
4286,2,0,4.0
4287,9,1,9.0
4288,7,1,7.0
4289,4,1,4.0
4290,2,1,2.0
4291,2,1,2.0
4292,3,1,3.0
4293,8,1,8.0
4294,0,1,0.0
4295,1,1,1.0
4296,9,1,9.0
4297,8,1,8.0
4298,0,1,0.0
4299,6,0,4.0
4300,2,0,4.0
4301,8,1,8.0
4302,3,1,3.0
4303,8,1,8.0
4304,0,1,0.0
4305,7,1,7.0
4306,6,0,4.0
4307,4,0,3.0
4308,3,1,3.0
4309,8,1,8.0
4310,1,1,1.0
4311,3,1,3.0
4312,8,1,8.0
4313,7,1,7.0
4314,3,1,3.0
4315,0,1,0.0
4316,3,1,3.0
4317,4,1,4.0
4318,8,1,8.0
4319,8,1,8.0
4320,9,1,9.0
4321,1,1,1.0
4322,3,1,3.0
4323,2,1,2.0
4324,1,1,1.0
4325,4,1,4.0
4326,8,1,8.0
4327,0,0,3.0
4328,4,1,4.0
4329,6,0,2.0
4330,7,1,7.0
4331,3,1,3.0
4332,9,1,9.0
4333,4,1,4.0
4334,9,1,9.0
4335,0,1,0.0
4336,4,1,4.0
4337,6,0,2.0
4338,5,1,5.0
4339,7,1,7.0
4340,0,1,0.0
4341,8,1,8.0
4342,1,1,1.0
4343,7,0,5.0
4344,5,1,5.0
4345,4,1,4.0
4346,9,1,9.0
4347,5,1,5.0
4348,7,1,7.0
4349,3,1,3.0
4350,2,1,2.0
4351,0,1,0.0
4352,9,1,9.0
4353,8,1,8.0
4354,7,0,9.0
4355,3,1,3.0
4356,7,1,7.0
4357,7,1,7.0
4358,4,1,4.0
4359,7,1,7.0
4360,5,1,5.0
4361,8,1,8.0
4362,5,0,8.0
4363,2,0,4.0
4364,4,1,4.0
4365,6,0,8.0
4366,2,1,2.0
4367,3,1,3.0
4368,8,1,8.0
4369,9,1,9.0
4370,7,1,7.0
4371,1,1,1.0
4372,3,1,3.0
4373,4,1,4.0
4374,2,1,2.0
4375,9,1,9.0
4376,7,1,7.0
4377,1,1,1.0
4378,2,0,4.0
4379,2,1,2.0
4380,6,0,0.0
4381,0,1,0.0
4382,5,0,9.0
4383,5,1,5.0
4384,4,1,4.0
4385,5,1,5.0
4386,2,1,2.0
4387,8,1,8.0
4388,9,1,9.0
4389,4,1,4.0
4390,9,1,9.0
4391,9,1,9.0
4392,1,0,2.0
4393,4,1,4.0
4394,3,0,8.0
4395,1,1,1.0
4396,5,1,5.0
4397,5,1,5.0
4398,5,1,5.0
4399,6,0,4.0
4400,8,1,8.0
4401,1,1,1.0
4402,5,1,5.0
4403,5,0,7.0
4404,9,0,7.0
4405,5,0,7.0
4406,9,1,9.0
4407,8,0,4.0
4408,3,1,3.0
4409,1,1,1.0
4410,1,1,1.0
4411,4,1,4.0
4412,6,1,6.0
4413,6,1,6.0
4414,9,1,9.0
4415,3,1,3.0
4416,6,0,4.0
4417,4,1,4.0
4418,4,1,4.0
4419,8,1,8.0
4420,6,0,2.0
4421,5,1,5.0
4422,4,1,4.0
4423,9,1,9.0
4424,0,1,0.0
4425,2,1,2.0
4426,8,1,8.0
4427,4,1,4.0
4428,8,1,8.0
4429,6,0,4.0
4430,3,1,3.0
4431,6,1,6.0
4432,1,1,1.0
4433,4,1,4.0
4434,3,1,3.0
4435,3,1,3.0
4436,8,1,8.0
4437,4,1,4.0
4438,9,1,9.0
4439,9,1,9.0
4440,0,1,0.0
4441,7,1,7.0
4442,9,1,9.0
4443,5,1,5.0
4444,3,1,3.0
4445,1,1,1.0
4446,7,1,7.0
4447,2,0,4.0
4448,8,1,8.0
4449,4,1,4.0
4450,9,1,9.0
4451,6,0,0.0
4452,1,1,1.0
4453,6,0,0.0
4454,0,1,0.0
4455,5,1,5.0
4456,8,1,8.0
4457,1,1,1.0
4458,9,1,9.0
4459,3,1,3.0
4460,0,1,0.0
4461,8,1,8.0
4462,3,1,3.0
4463,8,1,8.0
4464,4,1,4.0
4465,2,1,2.0
4466,5,1,5.0
4467,6,1,6.0
4468,9,1,9.0
4469,0,1,0.0
4470,1,1,1.0
4471,4,1,4.0
4472,0,1,0.0
4473,7,1,7.0
4474,9,1,9.0
4475,0,1,0.0
4476,1,1,1.0
4477,3,1,3.0
4478,9,1,9.0
4479,5,1,5.0
4480,1,1,1.0
4481,4,0,2.0
4482,1,1,1.0
4483,1,1,1.0
4484,4,0,3.0
4485,8,1,8.0
4486,3,0,0.0
4487,9,1,9.0
4488,5,1,5.0
4489,4,1,4.0
4490,4,1,4.0
4491,3,1,3.0
4492,7,1,7.0
4493,7,1,7.0
4494,7,1,7.0
4495,2,0,8.0
4496,3,1,3.0
4497,9,1,9.0
4498,1,1,1.0
4499,9,1,9.0
4500,4,1,4.0
4501,4,1,4.0
4502,0,1,0.0
4503,7,1,7.0
4504,6,0,2.0
4505,6,1,6.0
4506,7,0,9.0
4507,9,1,9.0
4508,0,1,0.0
4509,6,0,3.0
4510,4,1,4.0
4511,9,1,9.0
4512,0,1,0.0
4513,4,1,4.0
4514,0,1,0.0
4515,2,1,2.0
4516,7,1,7.0
4517,9,1,9.0
4518,6,0,4.0
4519,1,1,1.0
4520,1,1,1.0
4521,2,1,2.0
4522,0,1,0.0
4523,8,1,8.0
4524,8,1,8.0
4525,7,1,7.0
4526,4,1,4.0
4527,2,1,2.0
4528,7,1,7.0
4529,5,1,5.0
4530,7,1,7.0
4531,6,0,4.0
4532,1,1,1.0
4533,8,1,8.0
4534,1,1,1.0
4535,4,1,4.0
4536,9,1,9.0
4537,8,1,8.0
4538,9,1,9.0
4539,0,1,0.0
4540,1,1,1.0
4541,0,1,0.0
4542,6,1,6.0
4543,0,1,0.0
4544,3,1,3.0
4545,0,1,0.0
4546,6,1,6.0
4547,4,1,4.0
4548,1,1,1.0
4549,9,0,7.0
4550,7,1,7.0
4551,1,1,1.0
4552,2,1,2.0
4553,2,1,2.0
4554,5,1,5.0
4555,3,1,3.0
4556,4,1,4.0
4557,1,1,1.0
4558,7,1,7.0
4559,4,1,4.0
4560,7,1,7.0
4561,0,1,0.0
4562,2,0,4.0
4563,8,1,8.0
4564,8,1,8.0
4565,1,1,1.0
4566,4,0,3.0
4567,9,1,9.0
4568,9,1,9.0
4569,6,0,3.0
4570,3,1,3.0
4571,4,1,4.0
4572,9,1,9.0
4573,3,1,3.0
4574,9,1,9.0
4575,8,1,8.0
4576,5,1,5.0
4577,3,1,3.0
4578,8,1,8.0
4579,4,1,4.0
4580,7,1,7.0
4581,1,1,1.0
4582,4,1,4.0
4583,1,1,1.0
4584,9,1,9.0
4585,6,0,4.0
4586,8,1,8.0
4587,3,1,3.0
4588,2,1,2.0
4589,4,1,4.0
4590,8,1,8.0
4591,1,1,1.0
4592,1,1,1.0
4593,5,1,5.0
4594,8,1,8.0
4595,6,0,8.0
4596,1,1,1.0
4597,6,0,0.0
4598,2,1,2.0
4599,5,0,9.0
4600,0,1,0.0
4601,9,1,9.0
4602,5,1,5.0
4603,3,1,3.0
4604,5,1,5.0
4605,0,1,0.0
4606,6,1,6.0
4607,5,1,5.0
4608,4,1,4.0
4609,8,0,5.0
4610,3,1,3.0
4611,8,1,8.0
4612,0,1,0.0
4613,2,0,0.0
4614,9,1,9.0
4615,9,1,9.0
4616,1,1,1.0
4617,5,1,5.0
4618,3,1,3.0
4619,2,1,2.0
4620,6,0,4.0
4621,5,1,5.0
4622,3,1,3.0
4623,0,1,0.0
4624,3,1,3.0
4625,0,1,0.0
4626,7,1,7.0
4627,4,1,4.0
4628,0,1,0.0
4629,2,1,2.0
4630,1,1,1.0
4631,9,1,9.0
4632,5,0,9.0
4633,1,1,1.0
4634,7,1,7.0
4635,5,1,5.0
4636,5,1,5.0
4637,5,1,5.0
4638,9,1,9.0
4639,4,0,8.0
4640,8,1,8.0
4641,4,1,4.0
4642,6,0,8.0
4643,6,0,0.0
4644,4,1,4.0
4645,6,0,4.0
4646,4,1,4.0
4647,1,1,1.0
4648,1,1,1.0
4649,2,0,4.0
4650,2,1,2.0
4651,8,1,8.0
4652,4,0,2.0
4653,9,0,8.0
4654,0,1,0.0
4655,5,1,5.0
4656,8,1,8.0
4657,1,1,1.0
4658,0,0,3.0
4659,8,1,8.0
4660,3,1,3.0
4661,2,1,2.0
4662,4,0,1.0
4663,8,1,8.0
4664,3,1,3.0
4665,0,1,0.0
4666,9,1,9.0
4667,3,1,3.0
4668,4,0,2.0
4669,9,1,9.0
4670,7,1,7.0
4671,2,0,4.0
4672,6,0,3.0
4673,2,1,2.0
4674,2,0,3.0
4675,8,1,8.0
4676,9,1,9.0
4677,6,0,2.0
4678,1,0,3.0
4679,4,1,4.0
4680,7,1,7.0
4681,7,0,9.0
4682,9,1,9.0
4683,7,1,7.0
4684,3,1,3.0
4685,2,0,4.0
4686,9,1,9.0
4687,2,0,4.0
4688,7,1,7.0
4689,3,1,3.0
4690,0,1,0.0
4691,2,1,2.0
4692,6,0,0.0
4693,7,0,9.0
4694,2,0,4.0
4695,3,1,3.0
4696,3,1,3.0
4697,1,1,1.0
4698,9,1,9.0
4699,5,1,5.0
4700,8,1,8.0
4701,2,1,2.0
4702,3,1,3.0
4703,5,1,5.0
4704,0,1,0.0
4705,0,1,0.0
4706,4,1,4.0
4707,5,1,5.0
4708,8,1,8.0
4709,3,1,3.0
4710,5,1,5.0
4711,0,1,0.0
4712,7,1,7.0
4713,7,1,7.0
4714,6,0,4.0
4715,0,1,0.0
4716,9,1,9.0
4717,5,0,7.0
4718,1,1,1.0
4719,4,1,4.0
4720,4,1,4.0
4721,5,1,5.0
4722,3,1,3.0
4723,0,1,0.0
4724,6,0,0.0
4725,1,1,1.0
4726,4,1,4.0
4727,6,0,0.0
4728,5,1,5.0
4729,4,1,4.0
4730,8,1,8.0
4731,5,0,9.0
4732,7,1,7.0
4733,3,1,3.0
4734,0,1,0.0
4735,8,1,8.0
4736,3,1,3.0
4737,5,1,5.0
4738,2,0,4.0
4739,4,1,4.0
4740,9,1,9.0
4741,8,1,8.0
4742,5,0,9.0
4743,9,1,9.0
4744,8,1,8.0
4745,1,1,1.0
4746,9,1,9.0
4747,5,1,5.0
4748,0,1,0.0
4749,1,1,1.0
4750,5,0,7.0
4751,3,1,3.0
4752,3,1,3.0
4753,3,1,3.0
4754,3,1,3.0
4755,4,1,4.0
4756,4,1,4.0
4757,3,1,3.0
4758,6,0,0.0
4759,7,1,7.0
4760,8,1,8.0
4761,0,1,0.0
4762,9,1,9.0
4763,6,0,3.0
4764,3,1,3.0
4765,0,1,0.0
4766,4,1,4.0
4767,2,0,4.0
4768,7,1,7.0
4769,3,1,3.0
4770,5,1,5.0
4771,7,1,7.0
4772,3,1,3.0
4773,7,1,7.0
4774,8,1,8.0
4775,4,1,4.0
4776,6,1,6.0
4777,2,0,4.0
4778,2,0,4.0
4779,3,1,3.0
4780,1,1,1.0
4781,0,1,0.0
4782,7,1,7.0
4783,5,0,7.0
4784,6,0,0.0
4785,6,0,4.0
4786,4,1,4.0
4787,1,1,1.0
4788,1,1,1.0
4789,4,1,4.0
4790,7,1,7.0
4791,2,1,2.0
4792,3,1,3.0
4793,5,1,5.0
4794,5,0,9.0
4795,0,1,0.0
4796,4,1,4.0
4797,4,1,4.0
4798,4,1,4.0
4799,8,1,8.0
4800,9,1,9.0
4801,9,1,9.0
4802,2,1,2.0
4803,6,0,0.0
4804,9,1,9.0
4805,8,1,8.0
4806,3,1,3.0
4807,5,0,7.0
4808,3,1,3.0
4809,1,1,1.0
4810,4,1,4.0
4811,5,1,5.0
4812,0,1,0.0
4813,1,1,1.0
4814,8,1,8.0
4815,5,1,5.0
4816,8,1,8.0
4817,6,0,4.0
4818,0,1,0.0
4819,7,1,7.0
4820,8,1,8.0
4821,9,1,9.0
4822,2,1,2.0
4823,2,0,4.0
4824,6,0,3.0
4825,3,1,3.0
4826,2,1,2.0
4827,2,1,2.0
4828,2,0,4.0
4829,8,0,7.0
4830,9,1,9.0
4831,1,1,1.0
4832,9,1,9.0
4833,7,1,7.0
4834,4,1,4.0
4835,5,1,5.0
4836,6,1,6.0
4837,3,1,3.0
4838,2,1,2.0
4839,4,1,4.0
4840,5,0,7.0
4841,6,0,4.0
4842,6,0,3.0
4843,5,1,5.0
4844,8,1,8.0
4845,6,0,0.0
4846,2,0,4.0
4847,2,0,4.0
4848,9,1,9.0
4849,4,1,4.0
4850,9,0,7.0
4851,8,1,8.0
4852,3,0,0.0
4853,0,1,0.0
4854,2,1,2.0
4855,7,1,7.0
4856,7,1,7.0
4857,5,0,9.0
4858,9,1,9.0
4859,7,1,7.0
4860,7,1,7.0
4861,3,1,3.0
4862,8,1,8.0
4863,7,1,7.0
4864,5,1,5.0
4865,9,1,9.0
4866,9,1,9.0
4867,8,1,8.0
4868,2,1,2.0
4869,1,1,1.0
4870,0,1,0.0
4871,8,1,8.0
4872,0,1,0.0
4873,2,1,2.0
4874,6,0,2.0
4875,7,1,7.0
4876,9,1,9.0
4877,2,1,2.0
4878,2,0,4.0
4879,5,1,5.0
4880,4,1,4.0
4881,3,1,3.0
4882,2,0,4.0
4883,1,1,1.0
4884,1,1,1.0
4885,9,1,9.0
4886,6,0,0.0
4887,5,1,5.0
4888,5,1,5.0
4889,4,1,4.0
4890,9,1,9.0
4891,8,1,8.0
4892,9,1,9.0
4893,6,0,0.0
4894,5,0,7.0
4895,4,1,4.0
4896,6,0,0.0
4897,0,1,0.0
4898,5,1,5.0
4899,7,1,7.0
4900,8,1,8.0
4901,4,1,4.0
4902,8,1,8.0
4903,8,1,8.0
4904,7,1,7.0
4905,4,1,4.0
4906,9,1,9.0
4907,4,0,3.0
4908,9,1,9.0
4909,6,0,4.0
4910,9,1,9.0
4911,7,1,7.0
4912,3,1,3.0
4913,9,1,9.0
4914,9,1,9.0
4915,3,1,3.0
4916,6,0,3.0
4917,0,1,0.0
4918,2,1,2.0
4919,8,1,8.0
4920,7,0,9.0
4921,9,1,9.0
4922,4,0,3.0
4923,0,1,0.0
4924,0,0,4.0
4925,4,1,4.0
4926,1,1,1.0
4927,0,1,0.0
4928,3,1,3.0
4929,8,1,8.0
4930,4,1,4.0
4931,8,1,8.0
4932,4,1,4.0
4933,4,1,4.0
4934,3,0,6.0
4935,3,1,3.0
4936,5,0,7.0
4937,7,0,9.0
4938,7,1,7.0
4939,8,1,8.0
4940,5,1,5.0
4941,6,1,6.0
4942,3,1,3.0
4943,2,1,2.0
4944,1,1,1.0
4945,8,1,8.0
4946,3,1,3.0
4947,8,0,2.0
4948,5,0,7.0
4949,4,1,4.0
4950,2,1,2.0
4951,3,1,3.0
4952,0,1,0.0
4953,8,1,8.0
4954,3,1,3.0
4955,3,1,3.0
4956,2,0,4.0
4957,9,1,9.0
4958,0,1,0.0
4959,9,1,9.0
4960,9,1,9.0
4961,0,1,0.0
4962,1,1,1.0
4963,8,1,8.0
4964,3,1,3.0
4965,0,1,0.0
4966,3,1,3.0
4967,8,1,8.0
4968,6,1,6.0
4969,8,1,8.0
4970,5,1,5.0
4971,1,1,1.0
4972,3,1,3.0
4973,0,0,3.0
4974,1,1,1.0
4975,9,1,9.0
4976,3,1,3.0
4977,5,1,5.0
4978,0,1,0.0
4979,6,0,4.0
4980,2,0,4.0
4981,3,0,0.0
4982,1,1,1.0
4983,5,1,5.0
4984,3,1,3.0
4985,2,1,2.0
4986,8,1,8.0
4987,5,1,5.0
4988,7,1,7.0
4989,8,1,8.0
4990,0,1,0.0
4991,1,1,1.0
4992,1,0,0.0
4993,0,1,0.0
4994,6,0,4.0
4995,4,0,2.0
4996,5,0,9.0
4997,9,1,9.0
4998,0,1,0.0
4999,7,1,7.0
5000,2,1,2.0
5001,3,1,3.0
5002,6,1,6.0
5003,4,1,4.0
5004,6,0,4.0
5005,3,1,3.0
5006,6,0,3.0
5007,9,1,9.0
5008,4,1,4.0
5009,9,0,7.0
5010,0,1,0.0
5011,8,1,8.0
5012,3,1,3.0
5013,5,1,5.0
5014,6,0,3.0
5015,2,0,4.0
5016,0,1,0.0
5017,1,1,1.0
5018,3,1,3.0
5019,9,1,9.0
5020,4,1,4.0
5021,2,1,2.0
5022,5,1,5.0
5023,0,0,4.0
5024,5,1,5.0
5025,3,1,3.0
5026,2,0,4.0
5027,5,1,5.0
5028,0,1,0.0
5029,0,1,0.0
5030,0,0,8.0
5031,0,1,0.0
5032,0,1,0.0
5033,9,1,9.0
5034,1,1,1.0
5035,3,1,3.0
5036,4,0,3.0
5037,3,1,3.0
5038,5,1,5.0
5039,5,0,7.0
5040,6,0,4.0
5041,6,0,0.0
5042,1,1,1.0
5043,4,1,4.0
5044,9,1,9.0
5045,7,0,9.0
5046,4,1,4.0
5047,4,1,4.0
5048,7,1,7.0
5049,5,1,5.0
5050,7,1,7.0
5051,1,1,1.0
5052,6,0,4.0
5053,8,1,8.0
5054,7,1,7.0
5055,9,1,9.0
5056,5,0,9.0
5057,7,1,7.0
5058,0,1,0.0
5059,2,1,2.0
5060,9,1,9.0
5061,2,0,4.0
5062,5,0,9.0
5063,0,1,0.0
5064,7,1,7.0
5065,6,0,8.0
5066,4,1,4.0
5067,5,1,5.0
5068,2,1,2.0
5069,9,1,9.0
5070,4,0,3.0
5071,3,1,3.0
5072,2,0,4.0
5073,5,1,5.0
5074,9,1,9.0
5075,2,0,4.0
5076,5,1,5.0
5077,9,0,7.0
5078,7,1,7.0
5079,3,1,3.0
5080,8,1,8.0
5081,3,1,3.0
5082,5,0,9.0
5083,6,1,6.0
5084,5,0,7.0
5085,3,1,3.0
5086,0,0,6.0
5087,7,1,7.0
5088,6,0,0.0
5089,9,1,9.0
5090,5,0,9.0
5091,1,1,1.0
5092,3,1,3.0
5093,6,1,6.0
5094,9,1,9.0
5095,3,1,3.0
5096,6,0,4.0
5097,2,0,4.0
5098,5,0,7.0
5099,3,1,3.0
5100,4,1,4.0
5101,9,1,9.0
5102,9,1,9.0
5103,1,1,1.0
5104,2,1,2.0
5105,2,1,2.0
5106,2,1,2.0
5107,4,1,4.0
5108,6,0,0.0
5109,8,1,8.0
5110,7,1,7.0
5111,9,1,9.0
5112,9,1,9.0
5113,4,0,3.0
5114,8,1,8.0
5115,8,1,8.0
5116,9,1,9.0
5117,0,1,0.0
5118,7,1,7.0
5119,0,1,0.0
5120,4,1,4.0
5121,3,1,3.0
5122,8,1,8.0
5123,6,0,8.0
5124,4,1,4.0
5125,2,0,4.0
5126,0,1,0.0
5127,1,1,1.0
5128,4,1,4.0
5129,0,1,0.0
5130,2,1,2.0
5131,1,1,1.0
5132,5,1,5.0
5133,4,1,4.0
5134,6,1,6.0
5135,6,0,3.0
5136,0,1,0.0
5137,3,1,3.0
5138,4,1,4.0
5139,5,0,9.0
5140,6,1,6.0
5141,8,1,8.0
5142,7,1,7.0
5143,6,1,6.0
5144,0,1,0.0
5145,3,1,3.0
5146,1,1,1.0
5147,8,1,8.0
5148,8,0,6.0
5149,8,1,8.0
5150,9,1,9.0
5151,9,1,9.0
5152,5,1,5.0
5153,5,1,5.0
5154,8,1,8.0
5155,6,0,2.0
5156,5,1,5.0
5157,4,1,4.0
5158,4,1,4.0
5159,2,0,4.0
5160,5,1,5.0
5161,6,0,4.0
5162,9,1,9.0
5163,2,1,2.0
5164,9,0,7.0
5165,1,1,1.0
5166,0,1,0.0
5167,4,0,3.0
5168,6,0,4.0
5169,6,0,0.0
5170,9,1,9.0
5171,8,1,8.0
5172,0,1,0.0
